invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total
139,walm029,round rock,sports and travel,51.91,10,2019-02-16 00:00:00,12:21:00,cash,8.2,0.48,519.1
140,walm016,brownsville,sports and travel,72.5,8,2019-03-16 00:00:00,19:25:00,ewallet,9.2,0.48,580
141,walm023,midland,sports and travel,89.8,10,2019-01-23 00:00:00,13:00:00,credit card,5.4,0.48,898
142,walm012,garland,health and beauty,90.5,10,2019-01-25 00:00:00,13:48:00,cash,8.1,0.48,905
143,walm052,mansfield,health and beauty,68.6,10,2019-02-05 00:00:00,19:57:00,cash,9.1,0.57,686
144,walm097,alice,food and beverages,30.41,1,2019-02-22 00:00:00,10:36:00,credit card,8.4,0.18,30.41
145,walm045,missouri city,home and lifestyle,77.95,6,2019-01-21 00:00:00,16:37:00,credit card,8,0.48,467.7
146,walm047,flower mound,health and beauty,46.26,6,2019-03-08 00:00:00,17:11:00,credit card,9.5,0.48,277.56
147,walm026,denton,fashion accessories,30.14,10,2019-02-10 00:00:00,12:28:00,ewallet,9.2,0.48,301.4
148,walm054,sherman,health and beauty,66.14,4,2019-03-19 00:00:00,12:46:00,credit card,5.6,0.21,264.56
149,walm049,north richland hills,home and lifestyle,71.86,8,2019-03-06 00:00:00,15:07:00,credit card,6.2,0.48,574.88
150,walm065,texas city,health and beauty,32.46,8,2019-03-27 00:00:00,13:48:00,credit card,4.9,0.33,259.68
151,walm016,brownsville,fashion accessories,91.54,4,2019-03-23 00:00:00,19:20:00,credit card,4.8,0.48,366.16
152,walm070,hurst,sports and travel,34.56,7,2019-03-11 00:00:00,16:07:00,credit card,7.3,0.33,241.92
153,walm099,weatherford,fashion accessories,83.24,9,2019-01-29 00:00:00,11:56:00,credit card,7.4,0.18,749.16
154,walm071,lufkin,food and beverages,16.48,6,2019-02-07 00:00:00,18:23:00,ewallet,9.9,0.33,98.88
155,walm078,del rio,sports and travel,80.97,8,2019-01-28 00:00:00,13:05:00,cash,9.3,0.33,647.76
156,walm074,weslaco,food and beverages,92.29,5,2019-02-20 00:00:00,15:55:00,cash,9,0.33,461.45
157,walm042,bryan,electronic accessories,72.17,1,2019-01-04 00:00:00,19:40:00,cash,6.1,0.48,72.17
158,walm013,irving,home and lifestyle,50.28,5,2019-03-07 00:00:00,13:58:00,ewallet,9.7,0.48,251.4
159,walm100,canyon,health and beauty,97.22,9,2019-03-30 00:00:00,14:43:00,ewallet,6,0.18,874.98
160,walm094,alamo,sports and travel,93.39,6,2019-03-27 00:00:00,19:18:00,ewallet,10,0.33,560.34
161,walm028,odessa,food and beverages,43.18,8,2019-01-19 00:00:00,19:39:00,credit card,8.3,0.48,345.44
162,walm019,pasadena,sports and travel,63.69,1,2019-02-25 00:00:00,16:21:00,cash,6,0.48,63.69
163,walm011,lubbock,food and beverages,45.79,7,2019-03-13 00:00:00,19:44:00,credit card,7,0.48,320.53
164,walm084,schertz,sports and travel,76.4,2,2019-01-30 00:00:00,19:42:00,ewallet,6.5,0.33,152.8
165,walm057,euless,food and beverages,39.9,10,2019-02-20 00:00:00,15:24:00,credit card,5.9,0.33,399
166,walm088,cleburne,health and beauty,42.57,8,2019-02-25 00:00:00,14:12:00,ewallet,5.6,0.33,340.56
167,walm061,cedar park,home and lifestyle,95.58,10,2019-01-16 00:00:00,13:32:00,cash,4.8,0.33,955.8
168,walm040,edinburg,fashion accessories,98.98,10,2019-02-08 00:00:00,16:20:00,credit card,8.7,0.48,989.8
169,walm069,rockwall,food and beverages,51.28,6,2019-01-19 00:00:00,16:31:00,cash,6.5,0.33,307.68
170,walm089,southlake,sports and travel,69.52,7,2019-02-01 00:00:00,15:10:00,credit card,8.5,0.33,486.64
171,walm031,lewisville,health and beauty,70.01,5,2019-01-03 00:00:00,11:36:00,ewallet,5.5,0.48,350.05
172,walm039,longview,food and beverages,80.05,5,2019-01-26 00:00:00,12:45:00,credit card,9.4,0.48,400.25
173,walm039,longview,electronic accessories,20.85,8,2019-03-03 00:00:00,19:17:00,cash,6.3,0.48,166.8
174,walm047,flower mound,electronic accessories,52.89,6,2019-01-19 00:00:00,17:34:00,credit card,9.8,0.48,317.34
175,walm071,lufkin,food and beverages,19.79,8,2019-01-18 00:00:00,12:04:00,ewallet,8.7,0.33,158.32
176,walm060,desoto,home and lifestyle,33.84,9,2019-03-21 00:00:00,16:21:00,ewallet,8.8,0.33,304.56
177,walm073,seguin,food and beverages,22.17,8,2019-03-03 00:00:00,17:01:00,credit card,9.6,0.33,177.36
178,walm059,pflugerville,fashion accessories,22.51,7,2019-02-13 00:00:00,10:50:00,credit card,4.8,0.33,157.57
179,walm012,garland,food and beverages,73.88,6,2019-03-23 00:00:00,19:16:00,ewallet,4.4,0.48,443.28
180,walm086,rosenberg,health and beauty,86.8,3,2019-01-28 00:00:00,16:47:00,ewallet,9.9,0.33,260.4
181,walm073,seguin,fashion accessories,64.26,7,2019-02-09 00:00:00,10:00:00,cash,5.7,0.33,449.82
182,walm028,odessa,food and beverages,38.47,8,2019-01-23 00:00:00,11:51:00,cash,7.7,0.48,307.76
183,walm053,conroe,sports and travel,15.5,10,2019-03-23 00:00:00,10:55:00,ewallet,8,0.57,155
184,walm024,carrollton,health and beauty,34.31,8,2019-01-25 00:00:00,15:00:00,ewallet,5.7,0.48,274.48
185,walm097,alice,sports and travel,12.34,7,2019-03-04 00:00:00,11:19:00,credit card,6.7,0.18,86.38
186,walm072,lancaster,food and beverages,18.08,3,2019-03-05 00:00:00,19:46:00,ewallet,8,0.33,54.24
187,walm023,midland,home and lifestyle,94.49,8,2019-03-03 00:00:00,19:00:00,ewallet,7.5,0.48,755.92
188,walm038,sugar land,home and lifestyle,46.47,4,2019-02-08 00:00:00,10:53:00,cash,7,0.48,185.88
189,walm078,del rio,home and lifestyle,74.07,1,2019-02-10 00:00:00,12:50:00,ewallet,9.9,0.33,74.07
190,walm084,schertz,home and lifestyle,69.81,4,2019-01-28 00:00:00,20:50:00,credit card,5.9,0.33,279.24
191,walm059,pflugerville,home and lifestyle,77.04,3,2019-02-11 00:00:00,10:39:00,credit card,7.2,0.33,231.12
192,walm062,galveston,fashion accessories,73.52,2,2019-01-15 00:00:00,13:41:00,ewallet,4.6,0.33,147.04
193,walm090,brownwood,food and beverages,87.8,9,2019-03-16 00:00:00,19:08:00,cash,9.2,0.33,790.2
194,walm015,grand prairie,home and lifestyle,25.55,4,2019-01-26 00:00:00,20:23:00,ewallet,5.7,0.48,102.2
195,walm003,san antonio,electronic accessories,32.71,5,2019-03-19 00:00:00,11:30:00,credit card,9.9,0.48,163.55
196,walm066,grapevine,fashion accessories,74.29,1,2019-01-13 00:00:00,19:30:00,cash,5,0.33,74.29
197,walm079,la porte,health and beauty,43.7,2,2019-03-26 00:00:00,18:03:00,cash,4.9,0.33,87.4
198,walm002,dallas,home and lifestyle,25.29,1,2019-03-23 00:00:00,10:13:00,ewallet,6.1,0.36,25.29
199,walm094,alamo,health and beauty,41.5,4,2019-03-12 00:00:00,19:58:00,credit card,8.2,0.33,166
200,walm047,flower mound,food and beverages,71.39,5,2019-02-17 00:00:00,19:57:00,credit card,5.5,0.48,356.95
201,walm100,canyon,sports and travel,19.15,6,2019-01-29 00:00:00,10:01:00,credit card,6.8,0.18,114.9
202,walm005,fort worth,electronic accessories,57.49,4,2019-03-15 00:00:00,11:57:00,cash,6.6,0.48,229.96
203,walm086,rosenberg,electronic accessories,61.41,7,2019-01-14 00:00:00,10:02:00,cash,9.8,0.33,429.87
204,walm029,round rock,health and beauty,25.9,10,2019-02-06 00:00:00,14:51:00,ewallet,8.7,0.48,259
205,walm065,texas city,home and lifestyle,17.77,5,2019-02-15 00:00:00,12:42:00,credit card,5.4,0.33,88.85
206,walm085,kerrville,health and beauty,23.03,9,2019-01-03 00:00:00,12:02:00,ewallet,7.9,0.33,207.27
207,walm034,college station,electronic accessories,66.65,9,2019-01-04 00:00:00,18:19:00,credit card,9.7,0.48,599.85
208,walm055,waxahachie,home and lifestyle,28.53,10,2019-03-18 00:00:00,17:38:00,ewallet,7.8,0.33,285.3
209,walm043,baytown,fashion accessories,30.37,3,2019-03-28 00:00:00,13:41:00,ewallet,5.1,0.48,91.11
210,walm003,san antonio,electronic accessories,99.73,9,2019-03-02 00:00:00,19:42:00,credit card,6.5,0.48,897.57
211,walm050,victoria,electronic accessories,26.23,9,2019-01-25 00:00:00,20:24:00,ewallet,5.9,0.48,236.07
212,walm057,euless,food and beverages,93.26,9,2019-01-16 00:00:00,18:08:00,cash,8.8,0.33,839.34
213,walm088,cleburne,home and lifestyle,92.36,5,2019-03-20 00:00:00,19:17:00,ewallet,4.9,0.33,461.8
214,walm093,angleton,sports and travel,46.42,3,2019-01-04 00:00:00,13:24:00,credit card,4.4,0.33,139.26
215,walm065,texas city,sports and travel,29.61,7,2019-03-11 00:00:00,15:53:00,cash,6.5,0.33,207.27
216,walm072,lancaster,home and lifestyle,18.28,1,2019-03-22 00:00:00,15:05:00,credit card,8.3,0.33,18.28
217,walm038,sugar land,sports and travel,24.77,5,2019-03-24 00:00:00,18:27:00,cash,8.5,0.48,123.85
218,walm081,friendswood,electronic accessories,94.64,3,2019-02-21 00:00:00,16:55:00,cash,5.5,0.33,283.92
219,walm043,baytown,fashion accessories,94.87,8,2019-02-12 00:00:00,12:58:00,ewallet,8.7,0.48,758.96
220,walm044,pharr,food and beverages,57.34,3,2019-03-10 00:00:00,18:59:00,credit card,7.9,0.48,172.02
221,walm002,dallas,electronic accessories,45.35,6,2019-01-31 00:00:00,13:44:00,ewallet,6.1,0.36,272.1
222,walm056,rowlett,food and beverages,62.08,7,2019-03-06 00:00:00,13:46:00,ewallet,5.4,0.33,434.56
223,walm020,killeen,electronic accessories,11.81,5,2019-02-17 00:00:00,18:06:00,cash,9.4,0.48,59.05
224,walm026,denton,fashion accessories,12.54,1,2019-02-21 00:00:00,12:38:00,cash,8.2,0.48,12.54
225,walm003,san antonio,food and beverages,43.25,2,2019-03-20 00:00:00,15:56:00,cash,6.2,0.48,86.5
226,walm067,haltom city,sports and travel,87.16,2,2019-01-11 00:00:00,14:29:00,credit card,9.7,0.33,174.32
227,walm059,pflugerville,health and beauty,69.37,9,2019-01-26 00:00:00,19:14:00,ewallet,4,0.33,624.33
228,walm068,burleson,electronic accessories,37.06,4,2019-01-31 00:00:00,16:24:00,ewallet,9.7,0.33,148.24
229,walm049,north richland hills,electronic accessories,90.7,6,2019-02-26 00:00:00,10:52:00,cash,5.3,0.48,544.2
230,walm087,waxahachie,home and lifestyle,63.42,8,2019-03-11 00:00:00,12:55:00,ewallet,7.4,0.33,507.36
231,walm007,arlington,fashion accessories,81.37,2,2019-01-26 00:00:00,19:28:00,cash,6.5,0.48,162.74
232,walm024,carrollton,electronic accessories,10.59,3,2019-03-12 00:00:00,13:52:00,credit card,8.7,0.48,31.77
233,walm059,pflugerville,health and beauty,84.09,9,2019-02-11 00:00:00,10:54:00,cash,8,0.33,756.81
234,walm045,missouri city,fashion accessories,73.82,4,2019-02-21 00:00:00,18:31:00,credit card,6.7,0.48,295.28
235,walm069,rockwall,health and beauty,51.94,10,2019-03-09 00:00:00,18:24:00,ewallet,6.5,0.33,519.4
236,walm084,schertz,sports and travel,93.14,2,2019-01-20 00:00:00,18:09:00,ewallet,4.1,0.33,186.28
237,walm068,burleson,health and beauty,17.41,5,2019-01-28 00:00:00,15:16:00,credit card,4.9,0.33,87.05
238,walm023,midland,fashion accessories,44.22,5,2019-03-05 00:00:00,17:07:00,credit card,8.6,0.48,221.1
239,walm040,edinburg,electronic accessories,13.22,5,2019-03-02 00:00:00,19:26:00,cash,4.3,0.48,66.1
240,walm085,kerrville,fashion accessories,89.69,1,2019-01-11 00:00:00,11:20:00,ewallet,4.9,0.33,89.69
